0.000000 -1.898200 1.898198 -0.000002 -0.000003
0.004000 0.210117 -0.210074 0.000042 0.000046
0.008000 -0.074664 0.074773 0.000109 0.000118
0.012000 0.026727 -0.026628 0.000099 0.000108
0.016000 -0.009669 0.009680 0.000012 0.000012
0.020000 0.003456 -0.003455 0.000002 0.000003
0.024000 -0.001079 0.001241 0.000162 0.000180
0.028000 0.000564 -0.000225 0.000339 0.000372
0.032000 -0.000223 0.000542 0.000318 0.000347
0.036000 -0.000079 0.000238 0.000159 0.000169
0.040000 0.000028 0.000131 0.000158 0.000166
0.044000 0.000258 0.000168 0.000426 0.000466
0.048000 0.000177 0.000519 0.000696 0.000772
0.052000 -0.000074 0.000760 0.000686 0.000760
0.056000 -0.000145 0.000660 0.000515 0.000558
0.060000 0.000085 0.000463 0.000548 0.000584
0.064000 0.000298 0.000579 0.000877 0.000952
0.068000 0.000208 0.000984 0.001192 0.001311
0.072000 -0.000028 0.001266 0.001238 0.001368
0.076000 -0.000058 0.001228 0.001171 0.001282
0.080000 0.000133 0.001150 0.001283 0.001385
0.084000 0.000248 0.001331 0.001579 0.001710
0.088000 0.000172 0.001668 0.001840 0.002022
0.092000 0.000106 0.001901 0.002008 0.002228
0.096000 0.000170 0.002046 0.002216 0.002432
0.100000 0.000187 0.002277 0.002463 0.002658
0.104000 0.000070 0.002530 0.002601 0.002808
0.108000 0.000068 0.002626 0.002694 0.002963
0.112000 0.000329 0.002718 0.003047 0.003391
0.116000 0.000512 0.003165 0.003677 0.004049
0.120000 0.000238 0.003861 0.004099 0.004439
0.124000 -0.000188 0.004184 0.003996 0.004314
0.128000 -0.000068 0.003929 0.003861 0.004238
0.132000 0.000583 0.003836 0.004419 0.004914
0.136000 0.000866 0.004629 0.005494 0.006061
0.140000 0.000276 0.005804 0.006081 0.006626
0.144000 -0.000405 0.006180 0.005775 0.006267
0.148000 -0.000151 0.005630 0.005480 0.005996
0.152000 0.000758 0.005425 0.006183 0.006826
0.156000 0.001046 0.006455 0.007500 0.008274
0.160000 0.000298 0.007875 0.008173 0.008976
0.164000 -0.000405 0.008280 0.007875 0.008612
0.168000 -0.000086 0.007730 0.007644 0.008348
0.172000 0.000725 0.007613 0.008338 0.009135
0.176000 0.000870 0.008597 0.009468 0.010437
0.180000 0.000296 0.009780 0.010076 0.011148
0.184000 -0.000052 0.010182 0.010130 0.011160
0.188000 0.000191 0.010112 0.010302 0.011234
0.192000 0.000405 0.010371 0.010776 0.011715
0.196000 0.000256 0.010921 0.011177 0.012280
0.200000 0.000261 0.011268 0.011530 0.012827
0.204000 0.000640 0.011623 0.012263 0.013600
0.208000 0.000629 0.012492 0.013122 0.014314
0.212000 -0.000178 0.013347 0.013169 0.014230
0.216000 -0.000690 0.013105 0.012416 0.013569
0.220000 0.000191 0.012168 0.012360 0.013781
0.224000 0.001460 0.012428 0.013888 0.015462
0.228000 0.001060 0.014411 0.015471 0.016898
0.232000 -0.000864 0.015851 0.014987 0.016147
0.236000 -0.001654 0.014677 0.013022 0.014141
0.240000 0.000066 0.012429 0.012495 0.013875
0.244000 0.001986 0.012519 0.014504 0.016144
0.248000 0.001210 0.015216 0.016426 0.018000
0.252000 -0.001377 0.016860 0.015483 0.016729
0.256000 -0.002181 0.014989 0.012809 0.013826
0.260000 -0.000131 0.012027 0.011896 0.013020
0.264000 0.001741 0.011848 0.013589 0.015005
0.268000 0.000801 0.014213 0.015014 0.016537
0.272000 -0.001441 0.015301 0.013860 0.015126
0.276000 -0.001880 0.013343 0.011463 0.012309
0.280000 -0.000425 0.010789 0.010364 0.011010
0.284000 0.000409 0.010212 0.010621 0.011452
0.288000 -0.000305 0.010767 0.010462 0.011602
0.292000 -0.000938 0.010352 0.009414 0.010517
0.296000 -0.000660 0.009078 0.008418 0.008990
0.300000 -0.000827 0.008181 0.007354 0.007332
0.304000 -0.001936 0.007058 0.005121 0.005019
0.308000 -0.001988 0.004427 0.002439 0.002766
0.312000 -0.000018 0.001726 0.001708 0.002289
0.316000 0.001115 0.001701 0.002816 0.002910
0.320000 -0.001337 0.003216 0.001879 0.001052
0.324000 -0.004720 0.001400 -0.003321 -0.004624
0.328000 -0.003837 -0.005013 -0.008850 -0.009819
0.332000 0.000865 -0.010225 -0.009361 -0.009837
0.336000 0.002639 -0.009051 -0.006412 -0.007133
0.340000 -0.001925 -0.005466 -0.007391 -0.009126
0.344000 -0.006965 -0.008081 -0.015045 -0.017695
0.348000 -0.005222 -0.017542 -0.022764 -0.025482
0.352000 0.001061 -0.024636 -0.023575 -0.025772
0.356000 0.002861 -0.023195 -0.020334 -0.022368
0.360000 -0.002542 -0.019309 -0.021851 -0.024643
0.364000 -0.007556 -0.022762 -0.030318 -0.034347
0.368000 -0.005486 -0.033027 -0.038513 -0.043286
0.372000 -0.000058 -0.040479 -0.040537 -0.045105
0.376000 0.000842 -0.040558 -0.039717 -0.043715
0.380000 -0.003143 -0.039415 -0.042558 -0.046700
0.384000 -0.005642 -0.043685 -0.049327 -0.054722
0.388000 -0.004176 -0.051348 -0.055524 -0.062436
