0.000000 0.970669 0.000000 0.970670 -0.000005
0.004000 2.093611 0.002120 2.095731 -0.000033
0.008000 3.095707 0.004770 3.100477 -0.000083
0.012000 3.696331 0.007346 3.703676 -0.000120
0.016000 3.568111 0.008475 3.576586 -0.000115
0.020000 2.681114 0.006315 2.687428 -0.000093
0.024000 1.457689 0.000858 1.458547 -0.000131
0.028000 0.379179 -0.005462 0.373717 -0.000255
0.032000 -0.085374 -0.010479 -0.095853 -0.000355
0.036000 -0.179460 -0.012961 -0.192421 -0.000304
0.040000 -0.134121 -0.012415 -0.146536 -0.000147
0.044000 -0.092641 -0.009952 -0.102593 -0.000102
0.048000 -0.148901 -0.006638 -0.155539 -0.000272
0.052000 -0.285487 -0.001536 -0.287024 -0.000444
0.056000 -0.477054 0.004587 -0.472466 -0.000325
0.060000 -0.511532 0.007476 -0.504056 0.000022
0.064000 -0.388973 0.007559 -0.381414 0.000189
0.068000 -0.396448 0.006719 -0.389729 -0.000026
0.072000 -0.477798 0.004490 -0.473308 -0.000281
0.076000 -0.519434 0.000716 -0.518717 -0.000137
0.080000 -0.494058 -0.001696 -0.495754 0.000311
0.084000 -0.453441 -0.001271 -0.454712 0.000518
0.088000 -0.450125 0.000283 -0.449842 0.000234
0.092000 -0.411331 0.000214 -0.411118 -0.000131
0.096000 -0.414336 -0.001112 -0.415448 -0.000074
0.100000 -0.458480 -0.003375 -0.461855 0.000297
0.104000 -0.398279 -0.004768 -0.403047 0.000438
0.108000 -0.406528 -0.003381 -0.409909 0.000123
0.112000 -0.423556 -0.000819 -0.424375 -0.000295
0.116000 -0.410419 0.001795 -0.408623 -0.000399
0.120000 -0.388786 0.004472 -0.384314 -0.000237
0.124000 -0.403898 0.006785 -0.397113 -0.000158
0.128000 -0.389746 0.007751 -0.381995 -0.000314
0.132000 -0.324424 0.007529 -0.316894 -0.000558
0.136000 -0.315724 0.006918 -0.308806 -0.000733
0.140000 -0.320125 0.006068 -0.314057 -0.000795
0.144000 -0.318725 0.003641 -0.315084 -0.000692
0.148000 -0.339244 -0.000047 -0.339291 -0.000425
0.152000 -0.277248 -0.003594 -0.280843 -0.000212
0.156000 -0.249453 -0.005156 -0.254609 -0.000319
0.160000 -0.298091 -0.003823 -0.301914 -0.000597
