0.000000000000000000e+00 4.275657999999999889e-03 2.324913000000000066e-03
4.000000000000000083e-03 4.245078999999999693e-03 2.306161000000000148e-03
8.000000000000000167e-03 4.166322000000000081e-03 2.275870000000000150e-03
1.200000000000000025e-02 4.225462000000000141e-03 2.274715999999999978e-03
1.600000000000000033e-02 4.273062000000000214e-03 2.415496999999999957e-03
2.000000000000000042e-02 4.416151000000000104e-03 2.444634000000000217e-03
2.400000000000000050e-02 4.316045999999999598e-03 2.416362999999999931e-03
2.800000000000000058e-02 4.198631999999999885e-03 2.355204000000000065e-03
3.200000000000000067e-02 4.288062999999999944e-03 2.202017000000000124e-03
3.599999999999999728e-02 4.261234000000000029e-03 2.150954999999999968e-03
4.000000000000000083e-02 4.197189999999999949e-03 2.273850999999999910e-03
4.399999999999999745e-02 4.278543000000000103e-03 2.344240999999999946e-03
4.800000000000000100e-02 4.311719000000000315e-03 2.394725999999999799e-03
5.199999999999999761e-02 4.192862999999999798e-03 2.474637000000000017e-03
5.600000000000000117e-02 4.194881999999999604e-03 2.433672000000000005e-03
5.999999999999999778e-02 4.267291999999999787e-03 2.287697999999999902e-03
6.400000000000000133e-02 4.262675999999999965e-03 2.278178000000000061e-03
6.800000000000000488e-02 4.241039999999999741e-03 2.334143999999999802e-03
7.199999999999999456e-02 4.360761999999999798e-03 2.250483000000000171e-03
7.599999999999999811e-02 4.314026999999999792e-03 2.200575000000000187e-03
8.000000000000000167e-02 4.159686999999999586e-03 2.288852000000000074e-03
8.400000000000000522e-02 4.094776999999999965e-03 2.466559000000000113e-03
8.799999999999999489e-02 4.153050999999999618e-03 2.460790000000000026e-03
9.199999999999999845e-02 4.326143000000000176e-03 2.259137999999999945e-03
9.600000000000000200e-02 4.196613000000000079e-03 2.284235999999999819e-03
1.000000000000000056e-01 4.256328999999999668e-03 2.328373999999999808e-03
1.039999999999999952e-01 4.252579999999999728e-03 2.337894000000000083e-03
1.079999999999999988e-01 4.075447999999999744e-03 2.476368000000000059e-03
1.120000000000000023e-01 4.123626000000000028e-03 2.379725000000000069e-03
1.160000000000000059e-01 4.256328999999999668e-03 2.226249999999999930e-03
1.199999999999999956e-01 4.146992999999999860e-03 2.371069999999999862e-03
