0.000000000000000000e+00 1.327153000000000013e-02 -5.596637999999999862e-05
4.000000000000000083e-03 1.331047999999999953e-02 -8.106470000000000331e-05
8.000000000000000167e-03 1.332317000000000050e-02 -9.202719000000000480e-05
1.200000000000000025e-02 1.331335999999999978e-02 -7.846832000000000362e-05
1.600000000000000033e-02 1.324903000000000018e-02 -6.346702999999999600e-06
2.000000000000000042e-02 1.327846000000000061e-02 -2.596377999999999894e-05
2.400000000000000050e-02 1.332404000000000054e-02 -6.231308000000000344e-05
2.800000000000000058e-02 1.331913000000000021e-02 -8.510350999999999658e-05
3.200000000000000067e-02 1.329807000000000038e-02 -8.423805000000000572e-05
3.599999999999999728e-02 1.324817000000000008e-02 -2.856015999999999863e-05
4.000000000000000083e-02 1.326344999999999955e-02 -3.173350999999999765e-05
4.399999999999999745e-02 1.331047999999999953e-02 -5.654335000000000134e-05
4.800000000000000100e-02 1.334510000000000036e-02 -7.644891999999999378e-05
5.199999999999999761e-02 1.329375000000000001e-02 -4.009961999999999945e-05
5.600000000000000117e-02 1.326835999999999988e-02 -2.423286000000000027e-05
5.999999999999999778e-02 1.329461000000000011e-02 -5.538941000000000269e-05
6.400000000000000133e-02 1.332721000000000079e-02 -6.837129999999999369e-05
6.800000000000000488e-02 1.336327000000000001e-02 -6.865978999999999539e-05
7.199999999999999456e-02 1.334712000000000051e-02 -5.423546000000000335e-05
7.599999999999999811e-02 1.327730000000000056e-02 -1.875161999999999988e-05
8.000000000000000167e-02 1.331105999999999956e-02 -4.154204999999999980e-05
8.400000000000000522e-02 1.337769999999999931e-02 -7.933377999999999448e-05
8.799999999999999489e-02 1.341866000000000066e-02 -8.481502999999999558e-05
9.199999999999999845e-02 1.338547999999999995e-02 -4.009961999999999945e-05
9.600000000000000200e-02 1.332548000000000066e-02 -1.327037999999999948e-05
1.000000000000000056e-01 1.330269000000000069e-02 1.038550999999999977e-05
1.039999999999999952e-01 1.338547999999999995e-02 -5.913973000000000103e-05
1.079999999999999988e-01 1.340827999999999985e-02 -1.087593999999999941e-04
1.120000000000000023e-01 1.334192000000000017e-02 -5.885123999999999933e-05
1.160000000000000059e-01 1.328566999999999942e-02 -9.520053999999999705e-06
1.199999999999999956e-01 1.325969999999999926e-02 0.000000000000000000e+00
1.239999999999999991e-01 1.331942000000000022e-02 -6.058216000000000138e-05
1.280000000000000027e-01 1.333297999999999948e-02 -7.904529999999999348e-05
1.320000000000000062e-01 1.331740000000000007e-02 -6.317853999999999430e-05
1.360000000000000098e-01 1.327701000000000055e-02 -2.279042999999999992e-05
1.400000000000000133e-01 1.323114000000000061e-02 -1.009703000000000046e-05
1.439999999999999891e-01 1.331971000000000023e-02 -7.558346000000000292e-05
1.479999999999999927e-01 1.333614999999999974e-02 -8.048773000000000060e-05
1.519999999999999962e-01 1.328306999999999925e-02 -3.836869999999999739e-05
1.559999999999999998e-01 1.325278000000000046e-02 -2.048253999999999854e-05
1.600000000000000033e-01 1.328306999999999925e-02 -4.327297000000000185e-05
1.640000000000000069e-01 1.332346000000000051e-02 -6.317853999999999430e-05
1.680000000000000104e-01 1.333210999999999945e-02 -5.827426999999999661e-05
1.719999999999999862e-01 1.333066999999999933e-02 -4.298449000000000085e-05
1.759999999999999898e-01 1.330758999999999935e-02 -2.077103000000000025e-05
1.799999999999999933e-01 1.327499000000000040e-02 -4.154204999999999980e-05
1.839999999999999969e-01 1.329807000000000038e-02 -6.462097000000000143e-05
1.880000000000000004e-01 1.336153999999999988e-02 -7.904529999999999348e-05
1.920000000000000040e-01 1.330500000000000085e-02 -4.644632999999999818e-05
1.960000000000000075e-01 1.324672000000000002e-02 -1.961708000000000090e-05
2.000000000000000111e-01 1.323979999999999949e-02 -2.221346000000000060e-05
2.039999999999999869e-01 1.329779000000000030e-02 -6.289005000000000615e-05
2.079999999999999905e-01 1.328105000000000084e-02 -7.846832000000000362e-05
2.119999999999999940e-01 1.319796999999999984e-02 -3.548383999999999669e-05
2.159999999999999976e-01 1.310391999999999980e-02 1.067399999999999979e-05
